"date","region","death3","death_chr","death_comm","ons_death_carehome","ons_death_noncarehome","phe_admissions","phe_occupied_mv_beds","phe_patients","react_positive","react_samples","pillar2_positives_pcr_all_over25","pillar2_negatives_total_pcr_over25","n_symp_delta_variant","n_symp_non_delta_variant","ons_positive","ons_samples","icu","general","admitted","new","all_admission","death2","pillar2_positives_over25","pillar2_negatives_over25","pillar2_positives","pillar2_negatives","positives","negatives","positives_over25","pillar2_positives_pcr_all","pillar2_negatives_total_pcr","pillar2_positives_symp_pcr_only","pillar2_positives_symp_pcr_only_over25","n_delta_variant","n_non_delta_variant"
"2021-03-28","north_east_and_yorkshire",3,1,NA,NA,NA,43,81,601,NA,NA,574,6065,0,314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-29","north_east_and_yorkshire",4,NA,2,NA,3,53,77,608,NA,NA,485,26389,0,395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-30","north_east_and_yorkshire",6,NA,2,2,1,52,80,564,NA,NA,502,24149,0,416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-31","north_east_and_yorkshire",7,1,1,2,3,62,79,514,NA,NA,502,19604,0,332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-01","north_east_and_yorkshire",3,1,3,1,1,45,75,498,0,319,419,26095,0,313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-02","north_east_and_yorkshire",3,NA,1,1,2,41,65,502,NA,NA,324,10605,0,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-03","north_east_and_yorkshire",4,NA,3,NA,3,42,69,477,NA,NA,339,6830,0,262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-04","north_east_and_yorkshire",4,2,1,2,2,34,70,473,NA,NA,325,4374,0,245,60,20027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-05","north_east_and_yorkshire",2,NA,1,NA,2,49,69,478,NA,NA,390,12865,1,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-06","north_east_and_yorkshire",5,1,5,1,1,42,72,476,NA,NA,387,30458,0,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-07","north_east_and_yorkshire",5,NA,1,2,NA,48,70,454,NA,NA,400,21086,0,295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-08","north_east_and_yorkshire",9,NA,NA,NA,NA,39,62,437,NA,NA,351,23723,0,237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-09","north_east_and_yorkshire",3,NA,1,NA,NA,41,61,429,NA,NA,316,18641,0,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-10","north_east_and_yorkshire",5,NA,1,NA,NA,43,59,435,NA,NA,275,7047,0,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-11","north_east_and_yorkshire",6,1,NA,2,NA,52,62,391,NA,NA,246,5273,0,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-12","north_east_and_yorkshire",6,NA,3,NA,1,37,55,399,NA,NA,304,23650,0,237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-13","north_east_and_yorkshire",5,1,NA,2,NA,35,54,366,NA,NA,240,23503,0,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-14","north_east_and_yorkshire",2,NA,NA,NA,NA,40,52,348,NA,NA,251,18182,0,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-15","north_east_and_yorkshire",7,NA,NA,2,NA,25,48,338,4,1418,226,20710,0,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-16","north_east_and_yorkshire",4,NA,NA,1,1,20,49,314,NA,NA,236,17019,0,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-17","north_east_and_yorkshire",7,1,1,2,2,32,43,282,NA,NA,173,5576,1,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-18","north_east_and_yorkshire",NA,1,NA,2,1,20,42,273,NA,NA,191,4608,0,120,23,19224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-19","north_east_and_yorkshire",2,NA,1,NA,NA,36,45,295,NA,NA,234,23202,2,194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-20","north_east_and_yorkshire",3,NA,1,NA,2,25,41,270,NA,NA,251,23995,3,154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-21","north_east_and_yorkshire",5,NA,1,NA,1,18,34,253,NA,NA,249,18400,2,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-22","north_east_and_yorkshire",3,NA,1,NA,1,8,35,243,4,8673,231,20836,2,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-23","north_east_and_yorkshire",1,NA,NA,1,NA,27,32,222,NA,NA,195,17065,0,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-24","north_east_and_yorkshire",NA,NA,NA,3,NA,21,31,208,NA,NA,145,5645,4,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-25","north_east_and_yorkshire",1,NA,1,2,NA,19,26,213,NA,NA,152,4711,1,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-26","north_east_and_yorkshire",1,1,2,2,1,17,28,219,NA,NA,264,24407,4,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-27","north_east_and_yorkshire",2,NA,NA,1,1,26,27,194,NA,NA,214,24225,2,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-28","north_east_and_yorkshire",1,NA,NA,NA,1,13,23,194,NA,NA,224,19423,6,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-29","north_east_and_yorkshire",1,NA,2,NA,2,21,18,180,4,4705,207,21570,4,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-30","north_east_and_yorkshire",2,NA,1,NA,NA,20,20,170,NA,NA,190,17233,6,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-05-01","north_east_and_yorkshire",2,NA,NA,NA,NA,12,21,167,NA,NA,149,5787,4,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-05-02","north_east_and_yorkshire",3,NA,NA,NA,NA,26,22,168,NA,NA,119,4410,4,32,23,21040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-05-03","north_east_and_yorkshire",1,1,NA,1,1,21,23,167,NA,NA,185,12089,2,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-05-04","north_east_and_yorkshire",2,NA,NA,NA,NA,18,22,171,NA,NA,222,30533,8,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-05-05","north_east_and_yorkshire",4,1,NA,NA,NA,15,24,160,NA,NA,216,20989,2,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-05-06","north_east_and_yorkshire",NA,NA,NA,NA,NA,26,23,156,0,301,193,21500,9,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-05-07","north_east_and_yorkshire",2,NA,NA,3,NA,14,20,160,NA,NA,170,18133,5,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-05-08","north_east_and_yorkshire",4,NA,1,1,NA,18,22,155,NA,NA,150,5958,3,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-05-09","north_east_and_yorkshire",2,NA,1,1,1,11,22,151,NA,NA,175,4862,2,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-05-10","north_east_and_yorkshire",NA,NA,NA,NA,NA,8,23,146,NA,NA,186,24147,5,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-05-11","north_east_and_yorkshire",2,1,1,1,NA,13,20,140,NA,NA,194,23240,8,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-05-12","north_east_and_yorkshire",6,NA,1,NA,NA,25,20,149,NA,NA,195,18307,10,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-05-13","north_east_and_yorkshire",NA,NA,1,NA,NA,9,17,132,NA,NA,178,20611,15,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-05-14","north_east_and_yorkshire",NA,NA,NA,1,NA,16,19,129,NA,NA,138,17567,14,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-05-15","north_east_and_yorkshire",1,NA,NA,NA,1,10,19,126,NA,NA,134,5810,6,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-05-16","north_east_and_yorkshire",1,NA,1,NA,NA,7,20,116,NA,NA,131,4847,10,56,25,20087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-05-17","north_east_and_yorkshire",1,NA,2,NA,1,11,19,110,NA,NA,206,22682,26,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-05-18","north_east_and_yorkshire",NA,NA,NA,NA,NA,7,19,108,NA,NA,198,23101,30,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-05-19","north_east_and_yorkshire",1,NA,NA,NA,NA,21,19,112,NA,NA,195,18271,45,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-05-20","north_east_and_yorkshire",NA,NA,NA,NA,NA,11,20,104,2,1582,133,20478,12,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-05-21","north_east_and_yorkshire",1,NA,NA,NA,NA,14,19,107,NA,NA,177,16757,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-05-22","north_east_and_yorkshire",NA,NA,NA,NA,NA,17,19,94,NA,NA,146,6094,11,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-05-23","north_east_and_yorkshire",NA,NA,NA,1,NA,15,18,105,NA,NA,133,5243,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-05-24","north_east_and_yorkshire",2,NA,1,NA,1,15,17,108,NA,NA,187,25303,20,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-05-25","north_east_and_yorkshire",NA,NA,NA,NA,1,11,19,98,NA,NA,200,24599,38,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-05-26","north_east_and_yorkshire",2,NA,NA,1,NA,13,16,94,NA,NA,193,20025,70,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-05-27","north_east_and_yorkshire",NA,NA,NA,NA,NA,11,18,92,7,8194,182,24346,53,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-05-28","north_east_and_yorkshire",1,NA,NA,NA,NA,16,17,96,NA,NA,185,17025,65,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-05-29","north_east_and_yorkshire",NA,NA,NA,NA,NA,11,14,97,NA,NA,172,5653,62,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-05-30","north_east_and_yorkshire",1,1,NA,NA,NA,12,13,101,NA,NA,182,4272,75,47,33,20641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-05-31","north_east_and_yorkshire",1,NA,NA,NA,NA,22,12,98,NA,NA,187,11260,70,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-06-01","north_east_and_yorkshire",NA,NA,NA,NA,NA,17,12,92,NA,NA,299,28555,138,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-06-02","north_east_and_yorkshire",2,1,NA,1,NA,13,13,101,NA,NA,307,20158,82,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-06-03","north_east_and_yorkshire",NA,NA,1,NA,1,12,15,96,13,5930,359,20772,99,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-06-04","north_east_and_yorkshire",NA,NA,NA,NA,NA,15,14,90,NA,NA,366,17925,224,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-06-05","north_east_and_yorkshire",NA,NA,NA,1,NA,7,13,80,NA,NA,288,6570,164,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-06-06","north_east_and_yorkshire",NA,NA,NA,NA,NA,16,14,84,NA,NA,308,5711,94,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-06-07","north_east_and_yorkshire",NA,NA,NA,NA,NA,25,15,98,NA,NA,477,24074,216,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-06-08","north_east_and_yorkshire",1,NA,1,2,NA,18,14,101,NA,NA,476,25781,214,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-06-09","north_east_and_yorkshire",NA,NA,NA,NA,NA,23,13,99,NA,NA,491,20220,113,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-06-10","north_east_and_yorkshire",1,NA,NA,1,NA,18,13,99,1,641,480,21961,130,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-06-11","north_east_and_yorkshire",2,NA,NA,NA,NA,20,12,101,NA,NA,425,17918,126,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-06-12","north_east_and_yorkshire",NA,NA,1,NA,NA,12,14,106,NA,NA,395,7132,173,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-06-13","north_east_and_yorkshire",1,NA,1,NA,NA,32,15,98,NA,NA,392,5436,24,0,46,20291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-06-14","north_east_and_yorkshire",NA,NA,1,NA,1,25,17,111,NA,NA,652,26033,46,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-06-15","north_east_and_yorkshire",2,NA,NA,NA,NA,21,18,126,NA,NA,561,27213,222,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-06-16","north_east_and_yorkshire",NA,NA,NA,NA,NA,34,18,124,NA,NA,666,22452,56,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-06-17","north_east_and_yorkshire",NA,NA,NA,NA,NA,40,19,129,NA,NA,705,25092,145,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-06-18","north_east_and_yorkshire",NA,NA,NA,1,NA,39,21,149,NA,NA,730,20724,436,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-06-19","north_east_and_yorkshire",2,NA,1,NA,1,28,20,163,NA,NA,604,8144,230,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-06-20","north_east_and_yorkshire",2,1,2,NA,NA,35,27,185,NA,NA,667,7200,197,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-06-21","north_east_and_yorkshire",2,NA,NA,NA,NA,36,22,175,NA,NA,1074,28651,480,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-06-22","north_east_and_yorkshire",3,NA,NA,NA,1,40,29,187,NA,NA,1167,29839,211,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-06-23","north_east_and_yorkshire",NA,NA,NA,NA,NA,42,24,177,NA,NA,1358,26314,156,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-06-24","north_east_and_yorkshire",2,NA,1,NA,NA,38,25,182,4,1219,1419,27441,126,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-06-25","north_east_and_yorkshire",NA,1,NA,NA,NA,36,26,183,NA,NA,1432,23239,353,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-06-26","north_east_and_yorkshire",1,NA,NA,NA,NA,56,25,185,NA,NA,1281,10041,370,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-06-27","north_east_and_yorkshire",5,NA,1,NA,NA,48,24,196,NA,NA,1505,8717,258,3,104,19118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-06-28","north_east_and_yorkshire",2,NA,NA,NA,NA,40,29,217,NA,NA,2185,33061,421,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-06-29","north_east_and_yorkshire",3,NA,3,NA,1,70,30,215,NA,NA,2335,31866,300,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-06-30","north_east_and_yorkshire",NA,1,NA,1,NA,64,29,222,NA,NA,2574,29577,179,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-07-01","north_east_and_yorkshire",5,NA,2,2,1,53,34,254,47,7370,2566,30949,345,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-07-02","north_east_and_yorkshire",2,1,NA,1,NA,55,39,252,NA,NA,2336,26130,249,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-07-03","north_east_and_yorkshire",5,1,1,1,1,82,47,262,NA,NA,2249,12222,360,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-07-04","north_east_and_yorkshire",1,NA,NA,NA,NA,102,46,286,NA,NA,2463,11247,499,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-07-05","north_east_and_yorkshire",NA,NA,3,NA,1,95,49,322,NA,NA,3541,34666,790,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-07-06","north_east_and_yorkshire",4,NA,NA,NA,NA,107,55,376,NA,NA,3925,35493,477,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-07-07","north_east_and_yorkshire",1,1,4,3,NA,111,66,420,NA,NA,4379,30902,528,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-07-08","north_east_and_yorkshire",5,NA,2,NA,2,121,64,442,45,5756,3694,31444,267,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-07-09","north_east_and_yorkshire",8,NA,1,NA,2,113,65,473,NA,NA,3510,26904,340,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-07-10","north_east_and_yorkshire",4,NA,2,NA,2,103,72,511,NA,NA,3257,13038,226,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-07-11","north_east_and_yorkshire",4,NA,2,NA,NA,127,75,543,NA,NA,3351,10731,438,1,241,20648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-07-12","north_east_and_yorkshire",4,1,1,1,1,142,74,592,NA,NA,4699,32568,370,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-07-13","north_east_and_yorkshire",9,NA,1,NA,NA,150,84,643,NA,NA,5049,34943,207,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-07-14","north_east_and_yorkshire",10,NA,1,1,1,183,85,657,NA,NA,5626,32485,476,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-07-15","north_east_and_yorkshire",9,2,NA,3,NA,154,82,704,6,472,6244,34929,258,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-07-16","north_east_and_yorkshire",8,1,3,1,3,157,91,732,NA,NA,5508,30678,279,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-07-17","north_east_and_yorkshire",6,1,1,1,1,141,97,771,NA,NA,3802,13519,131,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-07-18","north_east_and_yorkshire",11,NA,1,NA,1,164,98,815,NA,NA,3573,11496,468,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-07-19","north_east_and_yorkshire",21,2,2,2,2,197,102,850,NA,NA,5017,33888,439,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-07-20","north_east_and_yorkshire",10,1,4,1,3,205,99,884,NA,NA,3946,30913,629,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-07-21","north_east_and_yorkshire",11,3,2,2,2,215,105,927,NA,NA,3253,27955,46,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-07-22","north_east_and_yorkshire",9,3,4,3,4,205,109,943,NA,NA,2923,28013,357,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
