"date","region","death3","death_chr","death_comm","ons_death_carehome","ons_death_noncarehome","phe_admissions","phe_occupied_mv_beds","phe_patients","react_positive","react_samples","pillar2_positives_pcr_all_over25","pillar2_negatives_total_pcr_over25","n_symp_delta_variant","n_symp_non_delta_variant","ons_positive","ons_samples","icu","general","admitted","new","all_admission","death2","pillar2_positives_over25","pillar2_negatives_over25","pillar2_positives","pillar2_negatives","positives","negatives","positives_over25","pillar2_positives_pcr_all","pillar2_negatives_total_pcr","pillar2_positives_symp_pcr_only","pillar2_positives_symp_pcr_only_over25","n_delta_variant","n_non_delta_variant"
"2020-08-19","london",NA,NA,NA,NA,NA,7,15,90,NA,NA,121,12762,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-20","london",1,NA,NA,NA,NA,6,15,89,0,1608,142,11937,0,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-21","london",NA,NA,NA,NA,NA,5,16,84,NA,NA,107,10589,0,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-22","london",NA,NA,1,1,NA,3,18,79,NA,NA,64,5610,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-23","london",NA,NA,NA,NA,NA,8,20,84,NA,NA,96,4562,0,18,5,7101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-24","london",NA,NA,NA,NA,NA,6,15,85,NA,NA,125,10779,0,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-25","london",1,NA,NA,NA,NA,9,16,81,NA,NA,116,11463,0,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-26","london",NA,NA,NA,1,NA,5,16,83,NA,NA,110,11772,0,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-27","london",NA,NA,NA,NA,NA,5,16,86,6,7605,153,9490,0,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-28","london",NA,NA,NA,NA,NA,11,12,82,NA,NA,129,8817,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-29","london",NA,NA,NA,NA,NA,6,15,73,NA,NA,75,5189,0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-30","london",NA,NA,NA,NA,NA,6,13,78,NA,NA,88,4530,0,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-31","london",1,NA,NA,NA,NA,6,14,81,NA,NA,121,6167,0,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-01","london",NA,NA,NA,NA,1,6,14,88,NA,NA,222,12160,0,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-02","london",1,NA,NA,NA,NA,11,13,84,NA,NA,224,11883,0,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-03","london",1,NA,NA,NA,NA,15,12,87,9,5166,227,10969,0,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-04","london",NA,NA,NA,NA,NA,11,12,86,NA,NA,254,10415,0,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-05","london",NA,NA,NA,NA,NA,23,11,90,NA,NA,176,6294,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-06","london",2,NA,NA,NA,NA,12,13,87,NA,NA,142,4330,0,4,20,10862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-07","london",NA,NA,NA,NA,NA,5,13,98,NA,NA,310,11320,0,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-08","london",NA,NA,NA,NA,NA,11,15,100,NA,NA,227,10009,0,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-09","london",NA,NA,NA,1,NA,17,16,96,NA,NA,204,10441,0,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-10","london",2,NA,NA,NA,NA,19,14,98,0,564,259,9783,0,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-11","london",3,NA,NA,2,NA,13,15,115,NA,NA,192,9082,0,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-12","london",NA,NA,NA,NA,NA,19,12,98,NA,NA,129,4372,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-13","london",NA,NA,NA,NA,NA,23,16,100,NA,NA,51,2485,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-14","london",NA,NA,NA,NA,NA,31,21,123,NA,NA,161,6684,0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-15","london",1,NA,NA,1,NA,26,26,136,NA,NA,131,8595,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-16","london",2,NA,NA,NA,NA,25,26,137,NA,NA,145,8796,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-17","london",3,NA,1,1,1,28,25,147,6,1793,165,7588,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-18","london",1,NA,NA,NA,NA,41,25,150,NA,NA,198,7992,0,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-19","london",3,NA,NA,1,NA,32,32,161,NA,NA,176,3426,0,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-20","london",4,NA,NA,1,NA,38,32,171,NA,NA,245,3972,0,123,47,17773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-21","london",3,1,NA,NA,NA,44,31,190,NA,NA,207,7518,0,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-22","london",6,NA,NA,NA,NA,35,37,210,NA,NA,296,10280,0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-23","london",4,NA,3,1,3,36,35,210,NA,NA,385,11188,0,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-24","london",2,NA,NA,NA,NA,47,40,219,43,8995,350,10490,0,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-25","london",1,NA,NA,NA,NA,36,47,230,NA,NA,361,9874,0,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-26","london",1,NA,NA,NA,NA,28,38,200,NA,NA,322,6076,0,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-27","london",1,NA,1,NA,NA,23,48,224,NA,NA,329,5439,0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-28","london",3,NA,2,1,1,28,48,267,NA,NA,474,10766,0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-29","london",7,2,NA,1,NA,36,50,275,NA,NA,417,11706,0,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-30","london",6,NA,NA,NA,NA,31,49,278,NA,NA,573,13339,0,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-01","london",4,1,NA,1,NA,50,49,275,28,6091,619,12769,0,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-02","london",1,1,1,NA,1,37,56,276,NA,NA,613,12591,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-03","london",2,NA,NA,1,NA,38,56,280,NA,NA,471,7704,0,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-04","london",2,NA,NA,NA,NA,27,50,287,NA,NA,516,5786,0,53,144,31274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-05","london",7,NA,2,1,1,47,56,326,NA,NA,753,12589,0,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-06","london",5,NA,NA,NA,NA,43,60,320,NA,NA,697,14979,0,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-07","london",4,1,1,1,1,46,59,350,NA,NA,827,15691,0,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-08","london",6,NA,NA,NA,NA,39,51,343,1,485,910,15139,0,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-09","london",6,NA,1,NA,1,55,50,348,NA,NA,780,13373,0,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-10","london",3,NA,2,NA,1,51,52,341,NA,NA,505,6410,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-11","london",4,NA,NA,NA,NA,50,57,365,NA,NA,451,4719,0,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-12","london",5,NA,1,NA,NA,69,65,389,NA,NA,958,13157,0,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-13","london",5,NA,NA,NA,NA,73,66,442,NA,NA,889,15090,0,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-14","london",4,NA,NA,NA,NA,76,77,430,NA,NA,1008,15354,1,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-15","london",12,NA,NA,NA,NA,78,78,439,9,1751,1034,14587,0,353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-16","london",6,NA,1,NA,1,67,80,490,NA,NA,1060,13462,0,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-17","london",3,NA,1,NA,1,87,83,502,NA,NA,703,7050,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-18","london",4,1,1,1,1,95,87,542,NA,NA,795,5978,0,7,262,33733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-19","london",11,NA,1,NA,NA,90,89,594,NA,NA,1524,15338,0,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-20","london",5,1,1,1,1,89,88,610,NA,NA,1469,16860,0,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-21","london",14,NA,1,NA,NA,114,90,633,NA,NA,1518,16920,0,636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-22","london",8,2,1,2,1,108,81,606,79,7847,1467,15263,0,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-23","london",6,NA,NA,NA,NA,125,99,698,NA,NA,1307,14327,0,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-24","london",17,NA,1,NA,1,108,98,722,NA,NA,928,7562,0,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-25","london",9,NA,2,NA,1,118,111,762,NA,NA,855,5457,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-26","london",10,NA,2,NA,1,155,117,815,NA,NA,1731,14920,0,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-27","london",12,1,1,1,1,109,119,889,NA,NA,1375,15586,0,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-28","london",19,1,1,1,1,112,124,933,NA,NA,1345,15407,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-29","london",12,NA,NA,1,1,140,131,921,45,5377,1327,14274,1,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-30","london",14,NA,NA,NA,NA,126,134,945,NA,NA,1238,14281,0,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-31","london",8,NA,1,NA,1,132,132,963,NA,NA,967,7460,0,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-01","london",13,1,3,1,2,134,136,1032,NA,NA,780,7001,0,235,248,28507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-02","london",14,3,1,3,1,136,142,1067,NA,NA,2004,15959,0,391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-03","london",10,NA,3,1,NA,103,147,1111,NA,NA,1454,16082,0,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-04","london",16,NA,NA,NA,NA,123,151,1132,NA,NA,1430,15677,0,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-05","london",14,1,NA,1,2,118,154,1102,8,679,1398,15250,0,345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-06","london",11,2,3,2,NA,101,155,1085,NA,NA,1442,15863,0,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-07","london",19,3,1,2,1,109,156,1108,NA,NA,1099,8056,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-08","london",16,3,1,2,4,150,167,1114,NA,NA,1200,6714,0,371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-09","london",25,1,3,1,1,136,179,1210,NA,NA,2046,15536,0,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-10","london",13,1,1,1,NA,147,179,1211,NA,NA,1792,15564,0,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-11","london",12,NA,NA,1,NA,134,181,1223,NA,NA,1943,16591,0,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-12","london",16,2,2,5,2,152,178,1269,0,116,1859,15217,0,214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-13","london",9,1,3,1,3,136,194,1298,NA,NA,1803,15777,0,497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-14","london",17,NA,3,1,NA,139,202,1357,NA,NA,1296,7830,0,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-15","london",16,NA,3,1,1,170,214,1390,NA,NA,1172,6460,0,208,340,33763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-16","london",26,1,3,4,1,154,209,1474,NA,NA,1964,16579,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-17","london",28,NA,2,NA,1,152,218,1520,NA,NA,1592,16202,0,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-18","london",19,NA,1,NA,1,179,220,1519,NA,NA,1524,15905,0,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-19","london",26,1,NA,1,NA,173,222,1551,68,8674,1361,14762,0,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-20","london",20,2,6,2,4,116,233,1576,NA,NA,1364,14854,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-21","london",16,2,1,2,NA,165,251,1591,NA,NA,934,7676,0,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-22","london",25,2,2,4,2,145,248,1605,NA,NA,932,6425,0,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-23","london",16,1,1,1,NA,147,252,1675,NA,NA,1460,14968,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-24","london",26,2,2,1,3,131,253,1626,NA,NA,1269,15323,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-25","london",30,1,8,3,4,200,261,1611,NA,NA,1351,16645,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-26","london",23,2,4,2,4,155,251,1643,54,5067,1250,15181,0,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-27","london",19,NA,2,NA,1,124,267,1674,NA,NA,1277,15089,0,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-28","london",25,2,6,1,3,107,248,1635,NA,NA,1012,8083,0,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-29","london",40,4,5,7,3,154,260,1663,NA,NA,1018,6903,0,23,354,37557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-30","london",16,3,7,3,4,146,253,1677,NA,NA,1567,15004,0,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-01","london",21,NA,1,NA,NA,160,259,1701,NA,NA,1414,15575,0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-02","london",25,NA,4,1,1,162,256,1637,NA,NA,1730,17539,0,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-03","london",26,3,6,4,3,156,256,1685,14,1628,1459,15419,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-04","london",27,3,3,2,2,170,249,1659,NA,NA,1723,15398,0,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-05","london",21,3,3,3,2,141,238,1710,NA,NA,1403,8630,0,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-06","london",24,2,1,2,1,179,242,1766,NA,NA,1531,8019,0,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-07","london",26,3,7,4,3,210,244,1822,NA,NA,2247,17413,0,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-08","london",32,NA,3,1,1,203,249,1849,NA,NA,2281,17757,0,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-09","london",25,NA,5,1,3,248,241,1787,NA,NA,2711,19619,0,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-10","london",22,1,5,1,3,235,256,1934,NA,NA,3137,20519,0,698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-11","london",24,1,3,NA,3,277,261,2031,NA,NA,3389,21754,0,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-12","london",32,5,4,6,3,246,256,2092,NA,NA,3001,14045,0,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-13","london",25,NA,4,1,4,287,256,2212,NA,NA,3545,15665,0,317,599,31503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-14","london",32,2,3,1,2,292,262,2330,NA,NA,5225,28145,0,296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-15","london",42,NA,3,NA,2,332,292,2482,NA,NA,5779,31120,0,324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-16","london",27,3,NA,2,3,252,291,2543,NA,NA,6648,35778,0,387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-17","london",53,3,5,4,4,366,301,2607,NA,NA,6898,36654,0,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-18","london",29,3,11,4,8,357,311,2726,NA,NA,7426,38831,0,442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-19","london",40,3,5,3,1,404,322,2909,NA,NA,4783,24086,1,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-20","london",44,3,6,3,4,413,355,3067,NA,NA,6142,30793,0,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-21","london",55,2,8,2,6,505,378,3367,NA,NA,9229,50843,0,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-22","london",62,6,7,8,9,508,400,3559,NA,NA,9331,47087,0,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-23","london",57,5,8,5,8,511,411,3578,NA,NA,8491,40845,0,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-24","london",53,3,10,7,9,492,462,3966,NA,NA,6513,22903,0,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
